codpresa,Nombre,Nombre SEPREM,Otro nombre,Fecha,Anyo,Rio,Municipio,Cuenca,Provincia,x,y,Tipos
12350041,"PEREZ, LOS","PEREZ, LOS",---,01/01/55,1955,BARRANCO,"ARTENARA, AGAETE Y GÌLDAR",LAS PALMAS,LAS PALMAS,750857,3168391,"Riego, ---, ---"
3280063,PICADAS,PICADAS,---,31/12/52,1952,ALBERCHE,SAN MARTIN DE VALDEIGLESIAS,TAJO,MADRID,393940,4465690,"Abastecimiento, HidroelŽctrico, Riego"
4060031,PIEDRA AGUDA,PIEDRA AGUDA,---,01/01/56,1956,OLIVENZA,OLIVENZA,GUADIANA,BADAJOZ,149904,4289973,"Abastecimiento, Riego, ---"
4210092,PIEDRAS,PIEDRAS,---,31/12/68,1968,PIEDRAS,"CARTAYA, LEPE","TINTO, ODIEL Y PIEDRAS",HUELVA,122023,4144432,"Abastecimiento, Riego, ---"
12350051,PILETAS,PILETAS,---,01/01/52,1952,BARRANCO PILETAS,SAN LORENZO,LAS PALMAS,LAS PALMAS,731834,3171343,"Riego, ---, ---"
5410106,"PINTADO, EL","PINTADO, EL",---,31/12/48,1948,VIAR,"CAZALLA SIERRA,GUADALCANAL,REAL DE JARA,REINA FTE ARCO",GUADALQUIVIR,SEVILLA,240667,4208399,"HidroelŽctrico, Riego, ---"
12350042,"PINTOR, EL","PINTOR, EL",---,01/01/56,1956,BARRANCO TAMARACEITE,"PALMAS DE GRAN CANARIA, LAS",LAS PALMAS,LAS PALMAS,732620,3169103,"Riego, ---, ---"
5140004,PUENTE NUEVO,PUENTE NUEVO,---,01/01/72,1972,GUADIATO,VILLAVICIOSA DE CORDOBA,GUADALQUIVIR,CORDOBA,331056,4217469,"Abastecimiento, HidroelŽctrico, Riego"
8120004,"REGAJO, EL","REGAJO, EL",---,31/10/59,1959,PALANCIA,JERICA,JUCAR,CASTELLON,711756,4418669,"Riego, Regulaci—n, ---"
2340005,REQUEJADA,REQUEJADA,---,01/08/35,1935,PISUERGA,ARBEJAL,DUERO,PALENCIA,375507,4751818,"Abastecimiento, Riego, Defensa frente a avenidas"
5140048,RETORTILLO,RETORTILLO,---,01/01/70,1970,RETORTILLO,"HORNACHUELOS, PUEBLA DE INFANTES",GUADALQUIVIR,CORDOBA,293165,4191105,"Abastecimiento, Riego, ---"
3280015,"REY, DEL","REY, DEL",---,31/12/71,1971,JARAMA,RIVAS-VACIAMADRID,TAJO,MADRID,453964,4461241,"Riego, ---, ---"
9430003,RIBARROJA,RIBARROJA,RIBA ROJA,31/12/69,1969,EBRO,RIBA-ROJA Då«EBRE,EBRO,TARRAGONA,788146,4571794,"Abastecimiento, HidroelŽctrico, Riego"
1270013,RIBASALTAS (AZUD),RIBASALTAS (AZUD),---,31/12/69,1969,CABE,MONFORTE DE LEMOS,MI„O-SIL,LUGO,132034,4721564,"Riego, ---, ---"
3450011,ROSARITO,ROSARITO,---,31/12/58,1958,TIETAR,"OROPESA, CANDELEDA",TAJO,TOLEDO,302082,4442874,"Riego, HidroelŽctrico, ---"
3450011,ROSARITO,ROSARITO (DIQUE DEL COLLADO),---,31/12/58,1958,TIETAR,"OROPESA, CANDELEDA",TAJO,TOLEDO,302082,4442874,"Riego, HidroelŽctrico, ---"
5230022,RUMBLAR,RUMBLAR,---,31/12/41,1941,RUMBLAR,BA„OS DE LA ENCINA,GUADALQUIVIR,JAEN,429670,4224281,"Abastecimiento, Riego, ---"
3100074,SALOR,SALOR,---,01/01/64,1964,SALOR,CACERES,TAJO,CACERES,214873,4362570,"Riego, ---, ---"
12350022,SALVAINDIA,SALVAINDIA,---,01/01/40,1940,BARRANCO HOYA DE LOS MANRIQUES,TEIDE,LAS PALMAS,LAS PALMAS,730322,3159750,"Riego, ---, ---"
2470004,SAN JOSE,SAN JOSE,---,17/11/45,1945,DUERO,CASTRONU„O,DUERO,VALLADOLID,310093,4586292,"HidroelŽctrico, Riego, ---"
3280027,SAN JUAN (DIQUE DEL COLLADO),SAN JUAN,---,31/12/55,1955,ALBERCHE,SAN MARTIN DE VALDEIGLESIAS,TAJO,MADRID,388451,4469946,"Abastecimiento, HidroelŽctrico, Riego"
3280027,SAN JUAN (DIQUE DEL COLLADO),SAN JUAN (DIQUE DEL COLLADO),---,31/12/55,1955,ALBERCHE,SAN MARTIN DE VALDEIGLESIAS,TAJO,MADRID,388451,4469946,"Abastecimiento, HidroelŽctrico, Riego"
10250001,SANT PONC (SAN PONS),SAN PONS,---,19/12/57,1957,EL CARDENER,CLARIANA DE CARDENER,CUENCAS INTERNAS DE CATALU„A,LLEIDA,882025,4656011,"Riego, Abastecimiento, HidroelŽctrico"
9220076,SANTA ANA,SANTA ANA,---,31/12/61,1961,NOGUERA RIBAGORZANA,CASTILLONROY,EBRO,HUESCA,797530,4643159,"Abastecimiento, HidroelŽctrico, Riego"
12350007,SANTA BRIGIDA,SANTA BRIGIDA,---,01/01/54,1954,BARRANCO GUINIGUADA,SANTA BRIGIDA,LAS PALMAS,LAS PALMAS,735048,3163518,"Riego, ---, ---"
2370010,SANTA TERESA,SANTA TERESA,---,28/02/61,1961,TORMES,MONTEJO DE SALVATIERRA Y PELAYOS,DUERO,SALAMANCA,280203,4505246,"HidroelŽctrico, Riego, Abastecimiento"
2370010,SANTA TERESA,SANTA TERESA (DIQUE DEL COLLADO),---,28/02/61,1961,TORMES,MONTEJO DE SALVATIERRA Y PELAYOS,DUERO,SALAMANCA,280203,4505246,"HidroelŽctrico, Riego, Abastecimiento"
7300019,SANTOMERA (DIQUE DEL COLLADO),SANTOMERA,---,31/12/65,1965,SALADA,SANTOMERA,SEGURA,MURCIA,667635,4218190,"Defensa frente a avenidas, Riego, ---"
7300019,SANTOMERA (DIQUE DEL COLLADO),SANTOMERA (DIQUE DEL COLLADO),---,31/12/65,1965,SALADA,SANTOMERA,SEGURA,MURCIA,667635,4218190,"Defensa frente a avenidas, Riego, ---"
10080007,SAU,SAU,---,31/12/64,1964,TER,VILANOVA DE SAU,CUENCAS INTERNAS DE CATALU„A,BARCELONA,948914,4660480,"Abastecimiento, HidroelŽctrico, Riego"
2240018,SELGA DE ORDAS,SELGA DE ORDAS,---,31/12/61,1961,LUNA,"RIOSECO DE TAPIA, STA. MARIA ORDAS",DUERO,LEON,271923,4737491,"Abastecimiento, HidroelŽctrico, Riego"
8120002,SICHAR,SICHAR,---,30/04/60,1960,MIJARES,ONDA,JUCAR,CASTELLON,736439,4432744,"Regulaci—n, Riego, ---"
8470004,SICHAR (AZUD DERIVACION),SICHAR DERIVACIN,---,31/03/72,1972,MIJARES,ONDA,JUCAR,CASTELLON,737561,4431406,"Riego, Regulaci—n, ---"
3100056,"SOLANA, LA","SOLANA, LA",---,01/01/55,1955,ARROYO CABRIOSO,HERRERA DE ALCANTARA,TAJO,CACERES,121529,4390838,"Riego, ---, ---"
12350001,SORIA,SORIA,---,01/01/72,1972,BARRANCO SORIA,SAN BARTOLOME DE TIRAJANA,LAS PALMAS,LAS PALMAS,752335,3152243,"Riego, ---, ---"
9220033,"SOTONERA, LA (DIQUE DEL COLLADO 2) (ALBERCA)","SOTONERA, LA",---,01/01/63,1963,ASTON-ALBERCA,ALCALA DE GURREA,EBRO,HUESCA,693260,4664963,"Abastecimiento, HidroelŽctrico, Riego"
9220034,"SOTONERA, LA (DIQUE DEL COLLADO 1) (ASTON Y VACAS)","SOTONERA, LA (DIQUE DEL COLLADO 1)",---,01/01/63,1963,ASTON-VACAS,ALCALA DE GURREA,EBRO,HUESCA,692200,4664000,"Abastecimiento, HidroelŽctrico, Riego"
9220033,"SOTONERA, LA (DIQUE DEL COLLADO 2) (ALBERCA)","SOTONERA, LA (DIQUE DEL COLLADO 2)",---,01/01/63,1963,ASTON-ALBERCA,ALCALA DE GURREA,EBRO,HUESCA,693260,4664963,"Abastecimiento, HidroelŽctrico, Riego"
10170012,SUSQUEDA,SUSQUEDA,---,01/01/67,1967,TER,OSOR,CUENCAS INTERNAS DE CATALU„A,GERONA,958440,4663004,"Abastecimiento, HidroelŽctrico, Riego"
12350013,TAMADABA,TAMADABA,---,01/01/54,1954,BARRANCO LOS ANCONES,AGAETE,LAS PALMAS,LAS PALMAS,751970,3170636,"Riego, ---, ---"
13380004,TAMAIDE,TAMAIDE,---,31/12/56,1956,TAMAIDE,SAN MIGUEL,TENERIFE,TENERIFE,846355,3184324,"Riego, ---, ---"
12350044,TAMARACEITE,TAMARACEITE,---,01/01/54,1954,BARRANCO TAMARACEITE,"PALMAS DE GRAN CANARIA, LAS",LAS PALMAS,LAS PALMAS,729878,3171848,"Riego, ---, ---"
13380011,TIJOCO,TIJOCO,---,31/12/48,1948,MORADAS,ADEJE,TENERIFE,TENERIFE,858726,3192933,"Riego, ---, ---"
9500034,"TORCAS, LAS","TORCAS, LAS",---,31/12/46,1946,HUERVA,TOSOS,EBRO,ZARAGOZA,660235,4573209,"Abastecimiento, Riego, ---"
12350028,TORONJO,TORONJO,---,01/01/68,1968,BARRANCO TORONJO,VEGA DE SAN MATEO,LAS PALMAS,LAS PALMAS,737259,3163638,"Riego, ---, ---"
5410139,TORRE DEL AGUILA,TORRE DEL AGUILA,---,31/12/47,1947,SALADO DE MORON,UTRERA,GUADALQUIVIR,SEVILLA,254750,4103343,"Riego, ---, ---"
2400007,TORRELARA,TORRELARA,---,31/12/71,1971,MAGDALENA,MU„OPEDRO,DUERO,SEGOVIA,371042,4526981,"Riego, ---, ---"
3100128,TOZO,TOZO,---,01/01/62,1962,TOZO,TORRECILLAS DE LA TIESA,TAJO,CACERES,258781,4384708,"Riego, ---, ---"
5230005,TRANCO DE BEAS,TRANCO DE BEAS,---,31/12/44,1944,GUADALQUIVIR,VILLANUEVA DEL ARZOBISPO,GUADALQUIVIR,JAEN,518004,4225445,"HidroelŽctrico, Riego, ---"
9500008,"TRANQUERA, LA","TRANQUERA, LA",---,31/12/59,1959,PIEDRA,CARENAS,EBRO,ZARAGOZA,600522,4568949,"Abastecimiento, Riego, ---"
8120011,ULLDECONA,ULLDECONA,---,01/01/67,1967,CENIA,"PUEBLA DE BENIFASAR, LA",JUCAR,CASTELLON,773861,4507456,"Riego, Abastecimiento, ---"
9010013,ULLIVARRI (ULLIBARRI GAMBOA),ULLIVARRI,---,31/12/56,1956,ZADORRA,ARRAZUA-UBARRUNDIA,EBRO,ALAVA,531411,4753261,"Abastecimiento, HidroelŽctrico, Riego"
12350009,"UMBRIA, LA","UMBRIA, LA",---,01/01/70,1970,BARRANCO CASTILLEJO,"PALMAS DE GRAN CANARIA, LAS",LAS PALMAS,LAS PALMAS,733391,3167279,"Riego, ---, ---"
9220071,VADIELLO,VADIELLO,---,31/12/71,1971,GUATIZALEMA,LOPORZANO,EBRO,HUESCA,724600,4680350,"Abastecimiento, Riego, ---"
8440008,VALBONA,VALBONA,---,23/04/59,1959,RAMBLA DE FUENTE DE MORA,VALBONA,JUCAR,TERUEL,685729,4458355,"Riego, Regulaci—n, ---"
8440008,VALBONA,VALBONA (DIQUE DEL COLLADO 1),---,23/04/59,1959,RAMBLA DE FUENTE DE MORA,VALBONA,JUCAR,TERUEL,685729,4458355,"Riego, Regulaci—n, ---"
8440008,VALBONA,VALBONA (DIQUE DEL COLLADO 2),---,23/04/59,1959,RAMBLA DE FUENTE DE MORA,VALBONA,JUCAR,TERUEL,685729,4458355,"Riego, Regulaci—n, ---"
8440008,VALBONA,VALBONA (DIQUE DEL COLLADO 3),---,23/04/59,1959,RAMBLA DE FUENTE DE MORA,VALBONA,JUCAR,TERUEL,685729,4458355,"Riego, Regulaci—n, ---"
3450003,VALDECABRAS (ARROYO),VALDECABRAS (ARROYO),---,31/12/65,1965,VALDECABRAS,ORGAZ,TAJO,TOLEDO,420490,4393145,"Riego, ---, ---"
3100007,VALDECA„AS,VALDECAAS,---,01/01/64,1964,TAJO,BELVIS DE MONROY Y VALDECA„AS DE TAJO,TAJO,CACERES,276345,4406515,"HidroelŽctrico, Riego, ---"
3100021,VALDEOBISPO,VALDEOBISPO,---,01/01/65,1965,ALAGON,"VALDEOBISPO, MONTEHERMOSO",TAJO,CACERES,222665,4444086,"HidroelŽctrico, Riego, ---"
2240032,VALDESPINA,VALDESPINA,EMBALSE DE BARRIO,01/01/40,1940,ARROYO VALDESPINA,SANTA COLOMBA DE CURUE„O,DUERO,LEON,302950,4731030,"Riego, ---, ---"
12350068,VALERON,VALERON,---,01/01/64,1964,BARRANCO VALERON,GUIA DE GRAN CANARIA,LAS PALMAS,LAS PALMAS,743490,3177341,"Riego, ---, ---"
4060067,VALUENGO,VALUENGO,---,01/01/59,1959,ARDILA,JEREZ DE LOS CABALLEROS,GUADIANA,BADAJOZ,178405,4245838,"HidroelŽctrico, Riego, ---"
12350016,"VAQUERO, EL","VAQUERO, EL",---,01/01/71,1971,BARRANCO EL VAQUERO,AGAETE,LAS PALMAS,LAS PALMAS,754407,3166392,"Riego, ---, ---"
2400023,"VENCIAS, LAS","VENCIAS, LAS",---,31/12/62,1962,DURATÌÒN,FUENTIDUE„A,DUERO,SEGOVIA,419459,4586898,"HidroelŽctrico, Regulaci—n, Riego"
4130068,"VICARIO, EL","VICARIO, EL",---,31/12/73,1973,GUADIANA,CIUDAD REAL,GUADIANA,CIUDAD REAL,413850,4324000,"Riego, ---, ---"
3100052,"VID III, LA","VID III, LA",---,01/01/59,1959,VID,TORREJON EL RUBIO,TAJO,CACERES,247090,4406926,"Riego, ---, ---"
1270004,VILASOUTO,VILASOUTO,---,31/12/69,1969,MAO,"INCIO, O",MI„O-SIL,LUGO,137205,4732933,"Riego, Abastecimiento, ---"
5140050,VILLAFRANCA,VILLAFRANCA,---,01/01/48,1948,GUADALQUIVIR,VILLAFRANCA DE CORDOBA,GUADALQUIVIR,CORDOBA,359660,4202300,"HidroelŽctrico, Riego, ---"
2370033,VILLAGONZALO (AZUD),VILLAGONZALO,---,14/02/60,1960,TORMES,VILLAGONZALO DE TORMES Y GARIHERNANDEZ,DUERO,SALAMANCA,289812,4527892,"Riego, HidroelŽctrico, Riego"
2240006,VILLAMECA,VILLAMECA,---,31/12/47,1947,TUERTO-VALLE (TUERTO),QUINTANA DEL CASTILLO,DUERO,LEON,247863,4726637,"HidroelŽctrico, Riego, Abastecimiento"
2240003,VILLAMECA (DIQUE DEL COLLADO 2),VILLAMECA (DIQUE DEL COLLADO 1),---,31/12/47,1947,TUERTO-VALLE (TUERTO),QUINTANA DEL CASTILLO,DUERO,LEON,248921,4726633,"HidroelŽctrico, Abastecimiento, Riego"
2240003,VILLAMECA (DIQUE DEL COLLADO 2),VILLAMECA (DIQUE DEL COLLADO 2),---,31/12/47,1947,TUERTO-VALLE (TUERTO),QUINTANA DEL CASTILLO,DUERO,LEON,248921,4726633,"HidroelŽctrico, Abastecimiento, Riego"
12350061,"VISTILLA, LA / ROSALES","VISTILLA, LA / ROSALES",---,01/01/50,1950,BARRANCO ROSALES,FIRGAS,LAS PALMAS,LAS PALMAS,738052,3175006,"Riego, ---, ---"
9310007,YESA,YESA,---,31/12/59,1959,ARAGON,YESA,EBRO,NAVARRA,648990,4719190,"Abastecimiento, Riego, ---"
5230007,ZOCUECA (AZUD),ZOCUECA,---,31/12/40,1940,RUMBLAR,GUARROMÌN,GUADALQUIVIR,JAEN,427175,4217080,"Riego, Abastecimiento, ---"
4060070,ZUJAR (DIQUE DEL COLLADO),ZUJAR,---,01/01/64,1964,ZUJAR,"CASTUERA, ESPARRAGOSA DE LARES",GUADIANA,BADAJOZ,285155,4310665,"Abastecimiento, HidroelŽctrico, Riego"
4060070,ZUJAR (DIQUE DEL COLLADO),ZUJAR (DIQUE DEL COLLADO),---,01/01/64,1964,ZUJAR,"CASTUERA, ESPARRAGOSA DE LARES",GUADIANA,BADAJOZ,285155,4310665,"Abastecimiento, HidroelŽctrico, Riego"
