233284,4457169
863386,4569743
341621,4086523
716128,4738959
322955,4504545
718152,4528463
-746457,3146193
-741023,3162220
186780,4671917
186748,4671882
-860638,3190644
174471,4396751
311304,4334964
275850,4364300
284750,4349600
240580,4445645
256550,4442700
335612,4454258
243157,4186640
252060,4429356
150794,4192144
150656,4192193
235477,4290686
-745293,3177601
419045,4331955
230429,4162323
455179,4216148
527302,4669311
521260,4761284
521689,4760785
999107,4423261
500460,4790890
182597,4181773
767474,4671419
766739,4667190
541085,4699770
402695,4077305
268925,4826960
407350,4492680
407350,4492770
847554,4733799
181325,4393068
321387,4045672
189673,4264102
251246,4062002
458265,4224145
744422,4285116
339635,4090040
312785,4043396
353335,4211970
507644,4246234
317020,4045094
298714,4185971
339730,4090035
296600,4369500
342050,4209965
279075,4021000
332280,4197485
216207,4376108
407010,4406300
729215,4679475
409795,4499200
815503,4556697
232955,4454556
228708,4170651
228400,4170485
226089,4170982
226026,4170795
226250,4170608
349028,4739723
99749,4797808
166075,4418651
260022,4461685
254768,4496389
372108,4471728
-742459,3176927
203217,4339689
-744469,3158231
581885,4656630
156853,4176315
-751634,3166984
611255,4588996
272950,4057950
384850,4363005
263772,4183969
271131,4060369
274610,4389464
562755,4775815
571277,4770491
707763,4733453
288223,3974539
650154,4760972
705425,4480050
751659,4297224
504193,4112628
634150,4740400
633500,4740200
377110,4126625
715908,4705758
702326,4728661
414810,4231565
232670,4071220
263200,4440670
208373,4405588
175033,4274260
482750,4287250
242520,4451720
405780,4502200
405825,4502260
190247,4174971
352650,4129600
708355,4698427
240325,4439095
149321,4377199
-737478,3173192
335490,4785842
648320,4193745
647580,4194070
166484,4404816
281327,4181047
313090,4755710
474465,4795165
474465,4795165
312351,4167297
373175,4459333
832334,4718054
832325,4718056
466190,4101350
466190,4101350
132619,4172077
257600,4754400
719724,4736757
572040,4758815
572905,4758580
762772,4715241
388195,4778599
511709,4798052
7864,4785958
656493,4660618
656493,4660618
656493,4660618
659797,4660422
657036,4660803
127246,4696136
643090,4536601
-740251,3159996
495880,4705985
513183,4782615
502555,4797275
604525,4769385
604990,4769885
-739230,3167919
-738804,3168366
372469,4069221
453996,4597544
785395,4720142
906610,4698434
319750,4041326
819761,4728658
803692,4721164
803715,4614221
245500,4244900
501130,4772437
879464,4671233
272500,4057000
391325,4734245
679189,4392798
639335,4631799
-751327,3168172
127286,4138015
267525,4436509
267275,4372340
261100,4366400
603405,4603260
602490,4603410
602500,4603500
615836,4721489
-524384,3270301
267793,4471981
242844,4431529
244422,4434461
632924,4673256
507343,4667566
508800,4668300
266990,4475230
430595,4506765
829350,4715902
829350,4715902
829350,4715902
829350,4715902
829350,4715902
749369,4731575
817034,4578917
742252,4434901
240900,4315300
826917,4716560
476115,4283060
185770,4177699
396000,4213200
496370,4766735
382711,4217023
263181,4375528
262428,4497478
173128,4401060
417335,4769860
217212,4748506
642450,4219590
821972,4726844
417030,4772165
765086,4689680
55231,4813523
245850,4179285
298100,4215595
150277,4383030
150373,4382597
603463,4778387
603440,4778315
430500,4204800
639070,4231415
774241,4584997
660743,4587927
326107,4513093
121680,4172600
294950,4446940
483792,4699166
219573,4173541
432884,4519220
285217,4338721
650979,4341549
449258,4260943
171927,4398713
569700,4489500
457140,4222785
420475,4487116
228395,4270090
-567058,3201922
-742760,3175299
681969,4561118
620494,4731136
-738197,3138455
820234,4728491
275972,4004387
165245,4188917
569160,4581330
568105,4582125
569335,4582135
569340,4581950
718155,4673410
208304,4717622
187758,4188635
311522,4168088
152571,4702090
214281,4445220
299749,4069675
538540,4666102
202510,4314117
401466,4266409
401466,4266409
691740,4461550
371008,4463902
609485,4233950
826597,4713921
791341,4597743
751709,4570590
790869,4597475
641570,4259485
264050,4796975
228717,4255260
151992,4690753
678685,4345030
-755161,3154489
685452,4350157
415296,4507527
405106,4472030
317150,4435990
320040,4431645
277057,4257334
412408,4511416
412408,4511416
277515,4438015
277515,4438015
375453,4495443
239445,4348434
189778,4394307
390000,4499400
694625,4684000
504170,4157313
193033,4179394
416572,4495794
574955,4093480
608478,4595385
499594,4784785
171982,4278751
548395,4226665
239518,4652333
324407,4043850
226975,4475045
222793,4476411
180686,4188921
180686,4188921
644545,4224880
855752,4669257
477602,4220678
728310,4424455
216033,4749441
476965,4778800
280423,4318386
516344,4204021
496340,4791102
367574,4463345
532275,4660265
212711,4338237
431430,4513991
809286,4577855
505170,4544655
-737807,3175502
381959,4794869
215660,4459951
452455,4233290
432585,4487965
-755170,3162455
-860483,3195027
792045,4726547
964416,4663486
303940,4342810
352216,4363403
111442,4712397
406160,4522590
726817,4742545
726805,4742550
685797,4210588
687117,4211543
687357,4211703
685790,4210896
447535,4512185
463739,4196379
396571,4502676
188852,4719083
764700,4523646
686438,4695030
686235,4694900
210770,4740542
280131,4783035
294980,4174370
499519,4323754
185466,4707333
424055,4492013
-591258,3192419
296800,4400500
-750857,3168391
188377,4425678
226906,4472021
193435,4382160
192965,4381305
169820,4669098
393940,4465690
579057,4378137
149904,4289973
355335,4466210
122023,4144432
350193,4444237
619235,4653915
-731834,3171343
692805,4604460
762932,4725340
434881,4533080
208585,4465043
240470,4208350
241625,4200860
243255,4190470
-736799,3175089
-737095,3174635
-732620,3169103
261650,4448500
307991,4398908
771416,4718500
184802,4670903
627386,4205397
809015,4706524
412801,4530065
196977,4422221
197021,4421024
219347,4058501
151968,4671347
1004380,4715544
518951,4184147
342990,4429205
75697,4758183
228932,4181019
512815,4808543
379425,4346285
483285,4541765
166775,4692277
259005,4807770
208831,4319741
300990,4111895
483505,4201425
434315,4329577
331056,4217469
5954,4774822
183099,4670036
496022,4734033
604285,4177200
604125,4177250
603850,4177900
451985,4538345
485450,4302455
161634,4181590
182021,4702080
357776,4387184
296600,4438500
599765,4635790
357325,4304285
461175,4117647
435800,4165600
414930,4293095
543909,4617732
525750,4722000
642035,4194905
630650,4278140
613243,4278934
607980,4264695
637250,4238475
643060,4232870
309375,4195855
309520,4195975
234445,4066960
303305,4271695
711744,4418559
498185,4789625
825748,4714651
736443,4271915
288834,3974493
375507,4751818
721310,4744065
816279,4727724
372272,4321191
513301,4671892
293165,4191105
296613,4180162
407510,4524290
453964,4461241
848057,4651959
329993,4755642
463154,4565419
823969,4713969
788146,4571794
132034,4721564
65485,4826241
156698,4375735
728744,4434328
251063,4601926
205183,4347181
141728,4846022
141728,4846022
306415,4542140
299337,4789129
445318,4537312
955178,4638729
581782,4227703
120810,4168137
157952,4168490
832595,4561318
190201,4449255
189136,4449302
188901,4449313
188720,4449536
189952,4449480
190862,4449175
190092,4449418
190280,4449251
391610,4493815
393191,4488073
649787,4212160
402205,4494905
295800,4347240
53854,4812522
272210,4258265
418326,4495003
302082,4442874
302065,4442890
226303,4756131
403444,4076898
284705,4349645
282308,4345908
455924,4079614
429670,4224281
855594,4736713
717595,4710288
829999,4716400
829999,4716400
829999,4716400
815748,4713324
89525,4653497
235376,4779258
187387,4794430
828446,4713232
214873,4362570
-730322,3159750
277295,4820395
600076,4792610
652620,4675075
531033,4190348
58468,4792391
117257,4706411
282990,4487920
310275,4586175
388451,4469946
388451,4469946
813298,4747621
818899,4640759
-732723,3173648
216777,4446841
156402,4702712
829297,4724248
154144,4687675
112115,4711044
882050,4656262
357580,4202465
260991,4595536
173710,4673555
147481,4153677
790875,4597024
797430,4643076
-735048,3163518
365500,4490450
1719,4769855
165150,4696683
279725,4468970
718850,4686985
235344,4378528
280229,4505515
280260,4505530
164301,4702909
525250,4722250
726142,4516202
667730,4218323
667635,4218190
113268,4168323
718797,4741043
-733301,3165137
949045,4660543
375212,4252129
180035,4551018
397529,4083785
271923,4737491
147402,4708689
290941,4310026
375597,4505465
220197,4414582
258265,4413605
-741681,3161271
-756687,3161082
736393,4432556
737561,4431406
305510,4237245
305670,4237335
305680,4237645
271973,4341718
171048,4165857
174068,4222692
492000,4735178
121529,4390838
386762,4080284
517590,4802205
235263,4779262
808830,4691422
-752335,3152243
164055,4180934
289330,4017918
289160,4016348
693260,4664963
692200,4664000
693260,4664963
385615,4362840
184151,4177542
958354,4662471
401120,4267800
230115,4690476
-804952,3226642
564582,4227685
563940,4231996
532325,4521280
343246,4086000
341630,4086058
341661,4085702
341754,4085847
341710,4086130
823582,4677295
215664,4396785
598920,4263065
-751970,3170636
-846355,3184324
-729878,3171848
249574,4196269
302795,4788595
848910,4729538
407000,4515160
388335,4236213
452097,4537573
209072,4222292
822752,4662727
713046,4264470
-858726,3192933
130873,4186720
-739446,3148429
591838,4451793
399000,4496000
806360,4749381
693214,4446146
660235,4573209
380258,4383564
381139,4387307
-737259,3163638
838862,4723295
676600,4230000
392081,4358721
254802,4103394
421230,4537175
260850,4374400
242475,4406834
244440,4413745
244270,4414780
208023,4416273
371042,4526981
263076,4434578
223305,4360412
725770,4647095
830513,4715494
830513,4715494
830510,4715493
832540,4718528
832540,4718528
832540,4718528
578718,4485411
35667,4757935
703249,4334248
258781,4384708
715709,4734050
715400,4733440
715542,4734031
518004,4225445
600522,4568949
267456,4825636
124421,4159311
221143,4356939
287935,4375665
135778,4731855
186068,4182230
185803,4181715
773861,4507456
533687,4750865
531394,4753229
-733391,3167279
153547,4181833
520461,4770771
510904,4809002
562914,4752212
769273,4729441
769267,4729386
543228,4763936
543215,4763940
528322,4756301
528310,4756305
553075,4767865
637216,4745116
793417,4599959
793934,4601526
790151,4597054
469778,4683974
724831,4680585
473890,4539265
474755,4539325
391795,4166649
600750,4637000
685680,4458155
685680,4458155
685680,4458155
685311,4458523
535490,4696335
711547,4660702
475340,4432790
313454,4349566
420490,4393145
276345,4406515
231879,4355937
312500,4341100
591110,4184940
267250,4013078
222050,4335200
254463,4787657
222665,4444086
244136,4770732
424285,4362250
178983,4673159
302950,4731030
254810,4809562
-743490,3177341
372807,4315479
718110,4436947
238900,4774038
402145,4499065
168377,4257112
244405,4770615
945075,4632661
411309,4487990
229018,4654460
420490,4393154
178405,4245838
-754407,3166392
188575,4679374
431819,4290755
182479,4393302
348510,4742030
100394,4701103
419459,4586898
410525,4166450
413946,4324550
266512,4438328
250083,4407365
323278,4043411
52686,4786170
137208,4732817
546367,4603566
813829,4571149
128126,4697871
359660,4202300
289784,4527461
717550,4273500
241266,4597895
247863,4726637
249286,4726577
250694,4726507
290560,4446980
242961,4446811
234481,4756996
165626,4340893
452653,4533252
508851,4691286
495131,4695200
236239,4760532
629425,4737696
617977,4397414
396602,4080183
443522,4611754
449612,4260875
-738052,3175006
527854,4687895
390469,4214141
648990,4719190
648990,4719190
197666,4259762
287140,4081545
265279,4281893
177310,4177782
28810,4683300
147425,4383348
172858,4429281
427175,4217080
503600,4782375
508846,4466656
356673,4513827
210540,4188725
285172,4310644
285155,4310665
182531,4176344
